transaction_id,standard_date,product_id,quantity,unit_price,total_amount,channel
10167,2003-10-23,S10_4757,44.0,100.0,5924.16,In-Store
10178,2003-11-08,S10_4757,24.0,100.0,3492.48,In-Store
10186,2003-11-14,S10_4757,26.0,100.0,3854.24,In-Store
10197,2003-11-26,S10_4757,45.0,100.0,5324.4,In-Store
10209,2004-01-09,S10_4757,39.0,100.0,5197.92,In-Store
10222,2004-02-19,S10_4757,49.0,100.0,5997.6,In-Store
10248,2004-05-07,S10_4757,20.0,100.0,2910.4,In-Store
10261,2004-06-17,S10_4757,27.0,100.0,3378.24,In-Store
10273,2004-07-21,S10_4757,30.0,100.0,3508.8,In-Store
10283,2004-08-20,S10_4757,25.0,100.0,2992.0,In-Store
10295,2004-09-10,S10_4757,24.0,100.0,3427.2,In-Store
10307,2004-10-14,S10_4757,22.0,100.0,2692.8,In-Store
10316,2004-11-01,S10_4757,33.0,100.0,4128.96,In-Store
10325,2004-11-05,S10_4757,47.0,64.93,3051.71,In-Store
10337,2004-11-21,S10_4757,25.0,48.05,1201.25,In-Store
10350,2004-12-02,S10_4757,26.0,75.47,1962.22,In-Store
10359,2004-12-15,S10_4757,48.0,54.68,2624.64,In-Store
10373,2005-01-31,S10_4757,39.0,100.0,4046.25,In-Store
10384,2005-02-23,S10_4757,34.0,100.0,4846.7,In-Store
10395,2005-03-17,S10_4757,32.0,100.0,3370.56,In-Store
10400,2005-04-01,S10_4757,64.0,100.0,9661.44,In-Store
10414,2005-05-06,S10_4757,19.0,100.0,2764.88,In-Store
10103,2003-01-29,S10_4962,42.0,100.0,5398.26,In-Store
10114,2003-04-01,S10_4962,31.0,100.0,4305.28,In-Store
10126,2003-05-28,S10_4962,22.0,100.0,3347.74,In-Store
10140,2003-07-24,S10_4962,26.0,100.0,3188.12,In-Store
10150,2003-09-19,S10_4962,20.0,100.0,3191.2,In-Store
10164,2003-10-21,S10_4962,21.0,100.0,3536.82,In-Store
10175,2003-11-06,S10_4962,33.0,100.0,5362.83,In-Store
10183,2003-11-13,S10_4962,28.0,100.0,3433.36,In-Store
10194,2003-11-25,S10_4962,26.0,100.0,4263.74,In-Store
10207,2003-12-09,S10_4962,31.0,100.0,4076.19,In-Store
10217,2004-02-04,S10_4962,48.0,100.0,7020.48,In-Store
10229,2004-03-11,S10_4962,50.0,100.0,6426.5,In-Store
10245,2004-05-04,S10_4962,28.0,100.0,4591.72,In-Store
10259,2004-06-15,S10_4962,26.0,100.0,4033.38,In-Store
10270,2004-07-19,S10_4962,32.0,100.0,4302.08,In-Store
10281,2004-08-19,S10_4962,44.0,100.0,7020.64,In-Store
10291,2004-09-08,S10_4962,30.0,100.0,3855.9,In-Store
10305,2004-10-13,S10_4962,38.0,100.0,6680.78,In-Store
10313,2004-10-22,S10_4962,40.0,100.0,6678.0,In-Store
10322,2004-11-04,S10_4962,46.0,61.99,2851.54,In-Store
10334,2004-11-19,S10_4962,26.0,100.0,3188.12,In-Store
10347,2004-11-29,S10_4962,27.0,100.0,4428.0,In-Store
10357,2004-12-10,S10_4962,43.0,100.0,5780.92,In-Store
10370,2005-01-20,S10_4962,35.0,65.63,2297.05,In-Store
10381,2005-02-17,S10_4962,37.0,100.0,6231.54,In-Store
10391,2005-03-09,S10_4962,37.0,46.9,1735.3,In-Store
10411,2005-05-01,S10_4962,27.0,100.0,4427.73,In-Store
10425,2005-05-31,S10_4962,38.0,100.0,5894.94,In-Store
10108,2003-03-03,S12_1099,33.0,100.0,5265.15,In-Store
10122,2003-05-08,S12_1099,42.0,100.0,7599.9,In-Store
10135,2003-07-02,S12_1099,42.0,100.0,8008.56,In-Store
10147,2003-09-05,S12_1099,48.0,100.0,9245.76,In-Store
10159,2003-10-10,S12_1099,41.0,100.0,8296.35,In-Store
10169,2003-11-04,S12_1099,30.0,100.0,5019.9,In-Store
10181,2003-11-12,S12_1099,27.0,100.0,5411.07,In-Store
10191,2003-11-20,S12_1099,21.0,100.0,3840.9,In-Store
10203,2003-12-02,S12_1099,20.0,100.0,3930.4,In-Store
10211,2004-01-15,S12_1099,41.0,100.0,7498.9,In-Store
10225,2004-02-22,S12_1099,27.0,100.0,4517.91,In-Store
10238,2004-04-09,S12_1099,28.0,100.0,5774.72,In-Store
10253,2004-06-01,S12_1099,24.0,100.0,3922.56,In-Store
10266,2004-07-06,S12_1099,44.0,100.0,9160.36,In-Store
10276,2004-08-02,S12_1099,50.0,100.0,9631.0,In-Store
10287,2004-08-30,S12_1099,21.0,100.0,3432.24,In-Store
10300,2003-10-04,S12_1099,33.0,100.0,5521.89,In-Store
10310,2004-10-16,S12_1099,33.0,100.0,6934.62,In-Store
10320,2004-11-03,S12_1099,31.0,100.0,6876.11,In-Store
10329,2004-11-15,S12_1099,41.0,71.47,2930.27,In-Store
10341,2004-11-24,S12_1099,45.0,79.65,3584.25,In-Store
10363,2005-01-06,S12_1099,33.0,85.39,2817.87,In-Store
10375,2005-02-03,S12_1099,45.0,76.0,3420.0,In-Store
10389,2005-03-03,S12_1099,26.0,99.04,2575.04,In-Store
10419,2005-05-17,S12_1099,12.0,100.0,1961.28,In-Store
10105,2003-02-11,S12_1108,41.0,100.0,8690.36,In-Store
10117,2003-04-16,S12_1108,33.0,100.0,6034.38,In-Store
10127,2003-06-03,S12_1108,46.0,100.0,11279.2,In-Store
10142,2003-08-08,S12_1108,33.0,100.0,8023.29,In-Store
10153,2003-09-28,S12_1108,20.0,100.0,4904.0,In-Store
10165,2003-10-22,S12_1108,44.0,100.0,8594.52,In-Store
10176,2003-11-06,S12_1108,33.0,100.0,7474.5,In-Store
10185,2003-11-14,S12_1108,21.0,100.0,3883.74,In-Store
10196,2003-11-26,S12_1108,47.0,100.0,8887.7,In-Store
10208,2004-01-02,S12_1108,46.0,100.0,8602.92,In-Store
10220,2004-02-12,S12_1108,32.0,100.0,7181.44,In-Store
10231,2004-03-19,S12_1108,42.0,100.0,8378.58,In-Store
10247,2004-05-05,S12_1108,44.0,100.0,10606.2,In-Store
10272,2004-07-20,S12_1108,35.0,100.0,5818.4,In-Store
10282,2004-08-20,S12_1108,41.0,100.0,7071.27,In-Store
10293,2004-09-09,S12_1108,46.0,100.0,8411.56,In-Store
10306,2004-10-14,S12_1108,31.0,100.0,6570.76,In-Store
10314,2004-10-22,S12_1108,38.0,100.0,7975.44,In-Store
10325,2004-11-05,S12_1108,42.0,64.0,2688.0,In-Store
10336,2004-11-20,S12_1108,33.0,57.22,1888.26,In-Store
10348,2004-11-01,S12_1108,48.0,52.36,2513.28,In-Store
10359,2004-12-15,S12_1108,42.0,100.0,4764.48,In-Store
10371,2005-01-23,S12_1108,32.0,100.0,3560.64,In-Store
10382,2005-02-17,S12_1108,34.0,100.0,3823.64,In-Store
10395,2005-03-17,S12_1108,33.0,69.12,2280.96,In-Store
10413,2005-05-05,S12_1108,36.0,100.0,8677.8,In-Store
10103,2003-01-29,S12_1666,27.0,100.0,3394.98,In-Store
10113,2003-03-26,S12_1666,21.0,100.0,3415.44,In-Store
10126,2003-05-28,S12_1666,21.0,100.0,2439.57,In-Store
10140,2003-07-24,S12_1666,38.0,100.0,4829.8,In-Store
10150,2003-09-19,S12_1666,30.0,100.0,4100.1,In-Store
10164,2003-10-21,S12_1666,49.0,100.0,6563.06,In-Store
10174,2003-11-06,S12_1666,43.0,100.0,6817.22,In-Store
10183,2003-11-13,S12_1666,41.0,100.0,6163.94,In-Store
10194,2003-11-25,S12_1666,38.0,100.0,4933.92,In-Store
10206,2003-12-05,S12_1666,28.0,100.0,4056.36,In-Store
10216,2004-02-02,S12_1666,43.0,100.0,5759.42,In-Store
10229,2004-03-11,S12_1666,25.0,100.0,3451.0,In-Store
10245,2004-05-04,S12_1666,38.0,100.0,5920.4,In-Store
10258,2004-06-15,S12_1666,41.0,100.0,6668.24,In-Store
10270,2004-07-19,S12_1666,28.0,100.0,4094.72,In-Store
10281,2004-08-19,S12_1666,25.0,100.0,2938.5,In-Store
10291,2004-09-08,S12_1666,41.0,100.0,6387.8,In-Store
10304,2004-10-11,S12_1666,39.0,100.0,6396.0,In-Store
10313,2004-10-22,S12_1666,21.0,100.0,2669.1,In-Store
10322,2004-11-04,S12_1666,27.0,100.0,4784.13,In-Store
10333,2004-11-18,S12_1666,33.0,99.21,3273.93,In-Store
10347,2004-11-29,S12_1666,29.0,100.0,3586.43,In-Store
10357,2004-12-10,S12_1666,49.0,100.0,5960.36,In-Store
10370,2005-01-20,S12_1666,49.0,100.0,8470.14,In-Store
10381,2005-02-17,S12_1666,20.0,100.0,2952.0,In-Store
10391,2005-03-09,S12_1666,39.0,63.2,2464.8,In-Store
10411,2005-05-01,S12_1666,40.0,100.0,6232.0,In-Store
10424,2005-05-31,S12_1666,49.0,100.0,7969.36,In-Store
10107,2003-02-24,S12_2823,21.0,100.0,3036.6,In-Store
10121,2003-05-07,S12_2823,50.0,100.0,8284.0,In-Store
10134,2003-07-01,S12_2823,20.0,100.0,2711.2,In-Store
10145,2003-08-25,S12_2823,49.0,100.0,8339.8,In-Store
10159,2003-10-10,S12_2823,38.0,100.0,6238.84,In-Store
10169,2003-11-04,S12_2823,35.0,100.0,4639.25,In-Store
10180,2003-11-11,S12_2823,40.0,100.0,6747.6,In-Store
10189,2003-11-18,S12_2823,28.0,100.0,4512.48,In-Store
10201,2003-12-01,S12_2823,25.0,100.0,4029.0,In-Store
10211,2004-01-15,S12_2823,36.0,100.0,4771.8,In-Store
10224,2004-02-21,S12_2823,43.0,100.0,6087.94,In-Store
10237,2004-04-05,S12_2823,32.0,100.0,4193.28,In-Store
10251,2004-05-18,S12_2823,46.0,100.0,7552.28,In-Store
10263,2004-06-28,S12_2823,48.0,100.0,6434.4,In-Store
10276,2004-08-02,S12_2823,43.0,100.0,5181.5,In-Store
10285,2004-08-27,S12_2823,49.0,100.0,6863.92,In-Store
10299,2004-09-30,S12_2823,24.0,100.0,4157.04,In-Store
10309,2004-10-15,S12_2823,26.0,100.0,4660.24,In-Store
10319,2004-11-03,S12_2823,30.0,100.0,4111.8,In-Store
10329,2004-11-15,S12_2823,24.0,100.0,3542.64,In-Store
10341,2004-11-24,S12_2823,55.0,100.0,8118.55,In-Store
10362,2005-01-05,S12_2823,22.0,100.0,3877.06,In-Store
10375,2005-02-03,S12_2823,49.0,78.92,3867.08,In-Store
10388,2005-03-03,S12_2823,44.0,100.0,5951.44,In-Store
10403,2005-04-08,S12_2823,66.0,100.0,8648.64,In-Store
10417,2005-05-13,S12_2823,21.0,100.0,3447.78,In-Store
10104,2003-01-31,S12_3148,34.0,100.0,5958.5,In-Store
10117,2003-04-16,S12_3148,43.0,100.0,5911.64,In-Store
10127,2003-06-03,S12_3148,46.0,100.0,7366.44,In-Store
10142,2003-08-08,S12_3148,33.0,100.0,4985.64,In-Store
10153,2003-09-28,S12_3148,42.0,100.0,5393.64,In-Store
10165,2003-10-22,S12_3148,34.0,100.0,4880.02,In-Store
10176,2003-11-06,S12_3148,47.0,100.0,8378.69,In-Store
10185,2003-11-14,S12_3148,33.0,100.0,4038.21,In-Store
10196,2003-11-26,S12_3148,24.0,100.0,3807.12,In-Store
10208,2004-01-02,S12_3148,26.0,100.0,3142.36,In-Store
10220,2004-02-12,S12_3148,30.0,100.0,4713.6,In-Store
10230,2004-03-15,S12_3148,43.0,100.0,7016.31,In-Store
10247,2004-05-05,S12_3148,25.0,100.0,4381.25,In-Store
10272,2004-07-20,S12_3148,27.0,100.0,4283.01,In-Store
10282,2004-08-20,S12_3148,27.0,100.0,4364.82,In-Store
10293,2004-09-09,S12_3148,24.0,100.0,4242.24,In-Store
10306,2004-10-14,S12_3148,34.0,100.0,4982.7,In-Store
10314,2004-10-22,S12_3148,46.0,100.0,6393.54,In-Store
10324,2004-11-05,S12_3148,27.0,54.33,1466.91,In-Store
10336,2004-11-20,S12_3148,33.0,100.0,4059.33,In-Store
10348,2004-11-01,S12_3148,47.0,100.0,4801.52,In-Store
10358,2004-12-10,S12_3148,49.0,55.34,2711.66,In-Store
10372,2005-01-26,S12_3148,40.0,100.0,5862.0,In-Store
10382,2005-02-17,S12_3148,37.0,100.0,4071.85,In-Store
10413,2005-05-05,S12_3148,47.0,100.0,8236.75,In-Store
10108,2003-03-03,S12_3380,45.0,100.0,6130.35,In-Store
10122,2003-05-08,S12_3380,37.0,99.82,3693.34,In-Store
10135,2003-07-02,S12_3380,48.0,100.0,6031.68,In-Store
10147,2003-09-05,S12_3380,31.0,100.0,3494.94,In-Store
10160,2003-10-11,S12_3380,46.0,100.0,5294.14,In-Store
10170,2003-11-04,S12_3380,47.0,100.0,5464.69,In-Store
10181,2003-11-12,S12_3380,28.0,100.0,2860.76,In-Store
10191,2003-11-20,S12_3380,40.0,100.0,5590.0,In-Store
10203,2003-12-02,S12_3380,20.0,100.0,2254.8,In-Store
10212,2004-01-16,S12_3380,39.0,100.0,4946.76,In-Store
10225,2004-02-22,S12_3380,25.0,99.82,2495.5,In-Store
10238,2004-04-09,S12_3380,29.0,100.0,3167.38,In-Store
10253,2004-06-01,S12_3380,22.0,100.0,2402.84,In-Store
10266,2004-07-06,S12_3380,22.0,100.0,2454.54,In-Store
10276,2004-08-02,S12_3380,47.0,100.0,5464.69,In-Store
10287,2004-08-30,S12_3380,45.0,100.0,4756.5,In-Store
10300,2003-10-04,S12_3380,29.0,100.0,3984.6,In-Store
10310,2004-10-16,S12_3380,24.0,100.0,3100.32,In-Store
10320,2004-11-03,S12_3380,35.0,100.0,4850.3,In-Store
10329,2004-11-15,S12_3380,46.0,83.63,3846.98,In-Store
10341,2004-11-24,S12_3380,44.0,95.93,4220.92,In-Store
10363,2005-01-06,S12_3380,34.0,96.73,3288.82,In-Store
10376,2005-02-08,S12_3380,35.0,100.0,3987.2,In-Store
10389,2005-03-03,S12_3380,25.0,72.38,1809.5,In-Store
10419,2005-05-17,S12_3380,10.0,100.0,1092.2,In-Store
10105,2003-02-11,S12_3891,29.0,100.0,4566.05,In-Store
10117,2003-04-16,S12_3891,39.0,100.0,5938.14,In-Store
10127,2003-06-03,S12_3891,42.0,100.0,8138.76,In-Store
10142,2003-08-08,S12_3891,46.0,100.0,9470.94,In-Store
10153,2003-09-28,S12_3891,49.0,100.0,7036.89,In-Store
10165,2003-10-22,S12_3891,27.0,100.0,5559.03,In-Store
10176,2003-11-06,S12_3891,50.0,100.0,7872.5,In-Store
10185,2003-11-14,S12_3891,43.0,100.0,7886.2,In-Store
10196,2003-11-26,S12_3891,38.0,100.0,7232.16,In-Store
10208,2004-01-02,S12_3891,20.0,100.0,3114.4,In-Store
10220,2004-02-12,S12_3891,27.0,100.0,5045.22,In-Store
10231,2004-03-19,S12_3891,49.0,100.0,6952.12,In-Store
10247,2004-05-05,S12_3891,27.0,100.0,4157.73,In-Store
10272,2004-07-20,S12_3891,39.0,100.0,7962.24,In-Store
10282,2004-08-20,S12_3891,24.0,100.0,3778.8,In-Store
10293,2004-09-09,S12_3891,45.0,100.0,8253.0,In-Store
10306,2004-10-14,S12_3891,20.0,100.0,3633.4,In-Store
10314,2004-10-22,S12_3891,36.0,100.0,6913.8,In-Store
10325,2004-11-05,S12_3891,24.0,100.0,2583.6,In-Store
10336,2004-11-20,S12_3891,49.0,63.38,3105.62,In-Store
10349,2004-12-01,S12_3891,26.0,100.0,4408.56,In-Store
10359,2004-12-15,S12_3891,49.0,62.09,3042.41,In-Store
10372,2005-01-26,S12_3891,34.0,100.0,5941.5,In-Store
10382,2005-02-17,S12_3891,34.0,95.35,3241.9,In-Store
10396,2005-03-23,S12_3891,33.0,100.0,6109.29,In-Store
10413,2005-05-05,S12_3891,22.0,100.0,3387.78,In-Store
10108,2003-03-03,S12_3990,39.0,89.38,3485.82,In-Store
10122,2003-05-08,S12_3990,32.0,63.84,2042.88,In-Store
10135,2003-07-02,S12_3990,24.0,75.01,1800.24,In-Store
10147,2003-09-05,S12_3990,21.0,63.84,1340.64,In-Store
10159,2003-10-10,S12_3990,24.0,73.42,1762.08,In-Store
10169,2003-11-04,S12_3990,36.0,63.84,2298.24,In-Store
10181,2003-11-12,S12_3990,20.0,81.4,1628.0,In-Store
10191,2003-11-20,S12_3990,30.0,64.64,1939.2,In-Store
10203,2003-12-02,S12_3990,44.0,82.99,3651.56,In-Store
10211,2004-01-15,S12_3990,28.0,92.57,2591.96,In-Store
10225,2004-02-22,S12_3990,37.0,77.41,2864.17,In-Store
10238,2004-04-09,S12_3990,20.0,74.21,1484.2,In-Store
10253,2004-06-01,S12_3990,25.0,90.17,2254.25,In-Store
10266,2004-07-06,S12_3990,35.0,76.61,2681.35,In-Store
10276,2004-08-02,S12_3990,38.0,83.79,3184.02,In-Store
10287,2004-08-30,S12_3990,41.0,69.43,2846.63,In-Store
10300,2003-10-04,S12_3990,22.0,76.61,1685.42,In-Store
10310,2004-10-16,S12_3990,49.0,81.4,3988.6,In-Store
10320,2004-11-03,S12_3990,38.0,73.42,2789.96,In-Store
10329,2004-11-15,S12_3990,33.0,100.0,3607.56,In-Store
10341,2004-11-24,S12_3990,36.0,93.56,3368.16,In-Store
10363,2005-01-06,S12_3990,34.0,81.62,2775.08,In-Store
10377,2005-02-09,S12_3990,24.0,67.83,1627.92,In-Store
10389,2005-03-03,S12_3990,36.0,70.26,2529.36,In-Store
10419,2005-05-17,S12_3990,34.0,90.17,3065.78,In-Store
10104,2003-01-31,S12_4473,41.0,100.0,4615.78,In-Store
10115,2003-04-04,S12_4473,46.0,100.0,5723.78,In-Store
10127,2003-06-03,S12_4473,24.0,100.0,2559.6,In-Store
10141,2003-08-01,S12_4473,21.0,100.0,2140.11,In-Store
10151,2003-09-21,S12_4473,24.0,100.0,3327.6,In-Store
10165,2003-10-22,S12_4473,48.0,100.0,6825.6,In-Store
10175,2003-11-06,S12_4473,26.0,100.0,3543.28,In-Store
10184,2003-11-14,S12_4473,37.0,100.0,4516.22,In-Store
10195,2003-11-25,S12_4473,49.0,100.0,6445.46,In-Store
10207,2003-12-09,S12_4473,34.0,99.54,3384.36,In-Store
10219,2004-02-10,S12_4473,48.0,100.0,4891.68,In-Store
10229,2004-03-11,S12_4473,36.0,100.0,4521.96,In-Store
10246,2004-05-05,S12_4473,46.0,100.0,5069.66,In-Store
10259,2004-06-15,S12_4473,46.0,100.0,6541.2,In-Store
10271,2004-07-20,S12_4473,31.0,97.17,3012.27,In-Store
10281,2004-08-19,S12_4473,41.0,100.0,5247.18,In-Store
10292,2004-09-08,S12_4473,21.0,100.0,2214.87,In-Store
10305,2004-10-13,S12_4473,38.0,100.0,4773.18,In-Store
10314,2004-10-22,S12_4473,45.0,100.0,6185.7,In-Store
10324,2004-11-05,S12_4473,26.0,58.38,1517.88,In-Store
10336,2004-11-20,S12_4473,38.0,100.0,6372.6,In-Store
10349,2004-12-01,S12_4473,48.0,100.0,5232.96,In-Store
10358,2004-12-10,S12_4473,42.0,64.16,2694.72,In-Store
10371,2005-01-23,S12_4473,49.0,35.71,1749.79,In-Store
10382,2005-02-17,S12_4473,32.0,66.58,2130.56,In-Store
10412,2005-05-03,S12_4473,54.0,100.0,5951.34,In-Store
10425,2005-05-31,S12_4473,33.0,100.0,4692.6,In-Store
10108,2003-03-03,S12_4675,36.0,100.0,3731.04,In-Store
10122,2003-05-08,S12_4675,20.0,100.0,2142.0,In-Store
10135,2003-07-02,S12_4675,29.0,97.89,2838.81,In-Store
10147,2003-09-05,S12_4675,33.0,97.89,3230.37,In-Store
10160,2003-10-11,S12_4675,50.0,100.0,5182.0,In-Store
10170,2003-11-04,S12_4675,41.0,100.0,4391.1,In-Store
10181,2003-11-12,S12_4675,36.0,100.0,4477.32,In-Store
10192,2003-11-20,S12_4675,27.0,100.0,3544.56,In-Store
10203,2003-12-02,S12_4675,47.0,100.0,5195.85,In-Store
10212,2004-01-16,S12_4675,33.0,100.0,4180.44,In-Store
10225,2004-02-22,S12_4675,21.0,100.0,2684.43,In-Store
10239,2004-04-12,S12_4675,21.0,93.28,1958.88,In-Store
10253,2004-06-01,S12_4675,41.0,100.0,4910.57,In-Store
10266,2004-07-06,S12_4675,40.0,100.0,4468.4,In-Store
10277,2004-08-04,S12_4675,28.0,100.0,3127.88,In-Store
